COUNTY_COD,SECTION,TOWNSHIP,RANGE,LEASE_NAME,WELL_NUMBE,STATUS,MAXPRESSUR,MAXRATE,LATTITUDE,LONGITUDE,OPERATOR_,OPERATOR
51.000000,35.000000,05N,08W,CHICKASHA NOBLE-OLSON SAND UN,68,PA,0,0,34.863591,-98.021740,16401.000000,KECHI ENERGY LLC
51.000000,23.000000,08N,08W,NE VERDEN UNIT,60-1,AC,3000,1800,35.158238,-98.020690,22220.000000,SHERIDAN PRODUCTION COMPANY LLC
51.000000,2.000000,07N,08W,NORGE MARCHAND UNIT,4-2,AC,1800,500,35.114721,-98.020680,22029.000000,QUANTUM RESOURCES MANAGEMENT LLC
51.000000,2.000000,07N,08W,NORGE MARCHAND UNIT,6-2,TM,2000,2500,35.107469,-98.020680,22029.000000,QUANTUM RESOURCES MANAGEMENT LLC
51.000000,2.000000,07N,08W,NORGE MARCHAND UNIT,6-2,TM,500,2500,35.107469,-98.020680,22029.000000,QUANTUM RESOURCES MANAGEMENT LLC
51.000000,11.000000,07N,08W,NORGE MARCHAND UNIT,11-2,AC,3000,3000,35.100216,-98.020680,22029.000000,QUANTUM RESOURCES MANAGEMENT LLC
51.000000,35.000000,07N,08W,NORGE MARCHAND,57-2,AC,2500,10000,35.038566,-98.020670,22029.000000,QUANTUM RESOURCES MANAGEMENT LLC
51.000000,35.000000,07N,08W,NORGE MARCHAND UNIT,57-1,TM,0,0,35.038566,-98.020670,14597.000000,ANADARKO PETROLEUM CORPORATION
51.000000,2.000000,06N,08W,NORGE MARCHAND UNIT,68-1,TM,2720,1705,35.027687,-98.020670,14597.000000,ANADARKO PETROLEUM CORPORATION
51.000000,10.000000,04N,08W,S CHICKASHA FORTUNA NOBLE OSU,6,PA,0,0,34.840496,-98.020480,6390.000000,KAISER-FRANCIS OIL COMPANY
51.000000,10.000000,04N,08W,S CHICKASHA FORTUNA NOBLE OSU,17,TM,0,0,34.836869,-98.020480,21422.000000,ARROW ENERGY INC
51.000000,10.000000,04N,08W,S CHICKASHA FORTUNA NOBLE OSU,27,AC,0,0,34.833243,-98.020480,21422.000000,ARROW ENERGY INC
47.000000,35.000000,23N,08W,BFB SWD,1-35,PD,2000,60000,36.433432,-98.020030,22281.000000,SANDRIDGE EXPLORATION & PRODUCTION LLC
51.000000,11.000000,07N,08W,NORGE MARCHAND UNIT (BIA WELL),16-1,TM,3000,3000,35.091150,-98.018480,22029.000000,QUANTUM RESOURCES MANAGEMENT LLC
51.000000,23.000000,07N,08W,NORGE MARCHAND UN (PATTERSON#1,32-1,TM,2500,3800,35.069391,-98.018470,14597.000000,ANADARKO PETROLEUM CORPORATION
47.000000,23.000000,24N,08W,EARL,1-23,AC,2500,7500,36.541295,-98.018350,20891.000000,SUPERIOR OIL & GAS LLC
51.000000,2.000000,06N,08W,NORGE MARCHAND UNIT,74-1,TM,3000,1000,35.019528,-98.017360,20863.000000,EXCO RESOURCES INC
51.000000,26.000000,05N,08W,CHICKASHA NOBLE-OLSON SAND UN,48,AC,0,0,34.870844,-98.017340,16401.000000,KECHI ENERGY LLC
51.000000,35.000000,05N,08W,CHICKASHA NOBLE-OLSON SAND UN,59,AC,0,0,34.867218,-98.017340,16401.000000,KECHI ENERGY LLC
51.000000,35.000000,05N,08W,CHICKASHA NOBLE-OLSON SAND UN,79,AC,0,0,34.859965,-98.017340,16401.000000,KECHI ENERGY LLC
51.000000,2.000000,04N,08W,RYANS,2,AC,1000,1000,34.844141,-98.017190,21959.000000,FLINT DOUGLAS J
51.000000,2.000000,04N,08W,RYANS,1,TM,1000,500,34.843687,-98.017190,21959.000000,FLINT DOUGLAS J
51.000000,2.000000,04N,08W,RYANS,1,TM,1000,500,34.843687,-98.017190,21959.000000,FLINT DOUGLAS J
51.000000,2.000000,04N,08W,RYANS,1,TM,1000,500,34.843687,-98.017190,21959.000000,FLINT DOUGLAS J
51.000000,2.000000,07N,08W,NORGE MARCHAND UNIT,6-1,TM,2500,2300,35.105656,-98.016270,20647.000000,KERR-MCGEE OIL & GAS ONSHORE LLC
51.000000,26.000000,07N,08W,NORGE MARCHAND UNIT,52-2,TM,3000,2500,35.049446,-98.016260,14597.000000,ANADARKO PETROLEUM CORPORATION
51.000000,11.000000,04N,08W,S CHICKASHA FORTUNA NOBLE OSU,7,AC,0,0,34.840514,-98.016090,21422.000000,ARROW ENERGY INC
51.000000,11.000000,04N,08W,S CHICKASHA FORTUNA NOBLE OSU,18,AC,0,0,34.836888,-98.016090,21422.000000,ARROW ENERGY INC
51.000000,11.000000,04N,08W,S CHICKASHA FORTUNA NOBLE OSU,28,AC,0,0,34.833261,-98.016090,21422.000000,ARROW ENERGY INC
51.000000,11.000000,04N,08W,S CHICKASHA FORTUNA NOBLE OSU,37,AC,0,0,34.829634,-98.016090,21422.000000,ARROW ENERGY INC
51.000000,11.000000,04N,08W,S CHICKASHA FORTUNA (ROCKHOLD),1,TM,0,0,34.835074,-98.013890,11833.000000,LEWIS J K
51.000000,26.000000,05N,08W,CHICKASHA NOBLE-OLSON SAND UNI,38,AC,.,.,34.874471,-98.012940,16401.000000,KECHI ENERGY LLC
51.000000,26.000000,05N,08W,CHICKASHA NOBLE-OLSON SAND UN,49,AC,0,0,34.870845,-98.012940,16401.000000,KECHI ENERGY LLC
51.000000,35.000000,05N,08W,CHICKASHA NOBLE-OLSON SAND UN,70,AC,0,0,34.863592,-98.012940,16401.000000,KECHI ENERGY LLC
53.000000,36.000000,27N,08W,SHREWSBURG,1,PA,500,500,36.768985,-98.012920,437.000000,BHP PETROLEUM (AMERICAS) INC
51.000000,14.000000,07N,08W,NORGE MARCHAND UNIT,28-1,TM,2500,4000,35.078458,-98.011860,14597.000000,ANADARKO PETROLEUM CORPORATION
51.000000,23.000000,07N,08W,NORGE MARCHAND UNIT,31-1,TM,3000,3000,35.071205,-98.011860,14597.000000,ANADARKO PETROLEUM CORPORATION
51.000000,26.000000,07N,08W,NORGE MARCHAND UNIT,42-1,TM,2500,1000,35.056699,-98.011850,14597.000000,ANADARKO PETROLEUM CORPORATION
51.000000,35.000000,07N,08W,NORGE MARCHAND UNIT,56-1,TM,3000,1300,35.038567,-98.011850,14597.000000,ANADARKO PETROLEUM CORPORATION
51.000000,35.000000,07N,08W,NORGE MARCHAND UNIT,65-2,TM,2500,1000,35.031314,-98.011850,14597.000000,ANADARKO PETROLEUM CORPORATION
51.000000,11.000000,04N,08W,S CHICKASHA FORTUNA NOBLE OSU,8,AC,0,0,34.840515,-98.011690,21422.000000,ARROW ENERGY INC
51.000000,11.000000,04N,08W,S CHICKASHA FORTUNA NOBLE OSU,19,AC,0,0,34.836888,-98.011690,21422.000000,ARROW ENERGY INC
51.000000,11.000000,04N,08W,S CHICKASHA FORTUNA NOBLE OSU,30,AC,0,0,34.833261,-98.011690,21422.000000,ARROW ENERGY INC
51.000000,11.000000,04N,08W,S CHICKASHA FORTUNA NOBLE OSU,38,AC,0,0,34.829635,-98.011690,21422.000000,ARROW ENERGY INC
51.000000,2.000000,07N,08W,NORGE MARCHAND,7-2,AC,2500,10000,35.108376,-98.010760,22029.000000,QUANTUM RESOURCES MANAGEMENT LLC
51.000000,2.000000,07N,08W,NORGE MARCHAND,7-2,AC,2500,10000,35.108376,-98.010760,22029.000000,QUANTUM RESOURCES MANAGEMENT LLC
51.000000,11.000000,07N,08W,NORGE MARCHAND UNIT,17-1,TM,3000,3000,35.090244,-98.010750,14597.000000,ANADARKO PETROLEUM CORPORATION
51.000000,26.000000,05N,08W,CHICKASHA NOBLE-OLSON SAND UN,31,AC,0,0,34.876285,-98.010740,16401.000000,KECHI ENERGY LLC
51.000000,23.000000,04N,08W,RSMU,11-23,AC,2500,900,34.809689,-98.009490,22029.000000,QUANTUM RESOURCES MANAGEMENT LLC
51.000000,35.000000,05N,08W,CHICKASHA NOBLE-OLSON SAND UN,61,AC,0,0,34.867219,-98.008540,16401.000000,KECHI ENERGY LLC
51.000000,35.000000,05N,08W,CHICKASHA NOBLE-OLSON SAND UN,82,AC,0,0,34.859966,-98.008540,16401.000000,KECHI ENERGY LLC
53.000000,36.000000,27N,08W,STATE,3-36,PA,1800,2400,36.779861,-98.008410,12420.000000,ONEOK RESOURCES COMPANY
53.000000,36.000000,27N,08W,STATE,3-36,PA,1800,2400,36.779861,-98.008410,12420.000000,ONEOK RESOURCES COMPANY
53.000000,36.000000,27N,08W,BIBY,1,AC,500,500,36.772610,-98.008410,22553.000000,TALLGRASS ENERGY LLC
51.000000,23.000000,04N,08W,RSMU (MILEUR A-1),8-23,AC,2500,875,34.799716,-98.008390,22029.000000,QUANTUM RESOURCES MANAGEMENT LLC
137.000000,11.000000,02S,08W,WADE,5,TM,500,200,34.395406,-98.007560,5368.000000,JONES LAWRENCE A
73.000000,1.000000,17N,08W,TILBURY STAR,1,PA,0,25,35.972637,-98.007460,17466.000000,TRIPLETT LARRY W
73.000000,1.000000,17N,08W,TILBURY STAR,1,PA,25,0,35.972637,-98.007460,17466.000000,TRIPLETT LARRY W
51.000000,23.000000,07N,08W,NORGE MARCHAND UNIT,31-2,TM,0,0,35.067579,-98.007440,14597.000000,ANADARKO PETROLEUM CORPORATION
51.000000,11.000000,04N,08W,S CHICKASHA FORTUNA NOBLE OSU,20,AC,0,0,34.836888,-98.007300,21422.000000,ARROW ENERGY INC
51.000000,11.000000,04N,08W,S CHICKASHA FORTUNA NOBLE OSU,39,TM,0,0,34.829635,-98.007300,6390.000000,KAISER-FRANCIS OIL COMPANY
51.000000,23.000000,04N,08W,WALTERS   UT#398020,2-23,AC,2500,2200,34.811502,-98.007290,22029.000000,QUANTUM RESOURCES MANAGEMENT LLC
51.000000,2.000000,04N,08W,S CHICKASHA FORTUNA NOBLE OSU,5,AC,0,0,34.842328,-98.005100,21422.000000,ARROW ENERGY INC
51.000000,11.000000,04N,08W,S CHICKASHA FORTUNA NOBLE OSU,15,AC,0,0,34.838702,-98.005100,21422.000000,ARROW ENERGY INC
51.000000,23.000000,04N,08W,WALTERS,3,AC,2500,4000,34.806062,-98.005100,22029.000000,QUANTUM RESOURCES MANAGEMENT LLC
53.000000,36.000000,27N,08W,STATE OF OKLAHOMA,4-36,AC,850,1000,36.778955,-98.005030,17441.000000,CHESAPEAKE OPERATING INC
51.000000,12.000000,07N,08W,NORGE MARCHAND UNIT,18-1,TM,2500,1300,35.091166,-98.003050,14597.000000,ANADARKO PETROLEUM CORPORATION
51.000000,24.000000,07N,08W,NORGE MARCHAND UNIT,41-1,TM,3000,1500,35.063968,-98.003040,20647.000000,KERR-MCGEE OIL & GAS ONSHORE LLC
51.000000,2.000000,04N,08W,HAVENS,7,AC,250,150,34.851395,-98.002900,8687.000000,MID-CONTINENT PET MGMT INC
51.000000,11.000000,04N,08W,S CHICKASHA FORTUNA NOBLE OSU,32,AC,0,0,34.833262,-98.002900,21422.000000,ARROW ENERGY INC
51.000000,26.000000,04N,08W,RSMU (MILEUR 1-26),3-26,AC,2500,2500,34.796996,-98.002900,22029.000000,QUANTUM RESOURCES MANAGEMENT LLC
51.000000,1.000000,07N,08W,NORGE MARCHAND UNIT,2-1,TM,2500,1400,35.112925,-98.000840,14597.000000,ANADARKO PETROLEUM CORPORATION
51.000000,1.000000,04N,08W,WOOD FARLEY,2,AC,0,0,34.853223,-98.000720,8720.000000,AM OIL COMPANY
51.000000,12.000000,04N,08W,S CHICKASHA FORTUNA NOBLE OSU,26,AC,0,0,34.835090,-98.000710,21422.000000,ARROW ENERGY INC
51.000000,13.000000,04N,08W,PARKS,2,AC,500,300,34.820584,-98.000710,6390.000000,KAISER-FRANCIS OIL COMPANY
51.000000,24.000000,04N,08W,MILEUR,24-A,TM,2500,1000,34.804264,-98.000710,14860.000000,BELCO ENERGY CORPORATION
51.000000,25.000000,04N,08W,RSMU (AUSTIN),11-25,AC,2500,2800,34.795651,-98.000700,22029.000000,QUANTUM RESOURCES MANAGEMENT LLC
53.000000,6.000000,26N,07W,BARROW,2,AC,750,1500,36.762671,-98.000520,22553.000000,TALLGRASS ENERGY LLC
53.000000,7.000000,28N,07W,MATHEWS,1,PA,500,200,36.914030,-97.999430,12379.000000,BLACKJACK OIL & GAS INC
51.000000,12.000000,04N,08W,BENNETT,2,AC,300,200,34.833277,-97.998510,20156.000000,VELMA ENERGY LLC
51.000000,24.000000,04N,08W,HENRY,24-A,AC,2500,750,34.810611,-97.998510,22029.000000,QUANTUM RESOURCES MANAGEMENT LLC
51.000000,25.000000,04N,08W,RSMU (WALTERS 13-25),8-25,AC,2500,1200,34.789758,-97.998510,22029.000000,QUANTUM RESOURCES MANAGEMENT LLC
53.000000,18.000000,26N,07W,REGIER,2,TM,1250,2500,36.737294,-97.998260,18924.000000,PETROCORP INCORPORATED
53.000000,31.000000,28N,07W,CAVIN SWD,2-31,PD,2000,60000,36.868260,-97.996600,22281.000000,SANDRIDGE EXPLORATION & PRODUCTION LLC
51.000000,36.000000,08N,08W,MORSE,1A,PA,1000,950,35.123805,-97.996430,7250.000000,ARROW OIL & GAS INC
51.000000,36.000000,08N,08W,MORSE,1A,PA,1000,950,35.123805,-97.996430,7250.000000,ARROW OIL & GAS INC
51.000000,12.000000,04N,08W,BENNETT,4,PA,0,0,34.827838,-97.996310,20156.000000,VELMA ENERGY LLC
51.000000,24.000000,04N,08W,RSMU,10-24,AC,2500,3000,34.804265,-97.996310,22029.000000,QUANTUM RESOURCES MANAGEMENT LLC
51.000000,24.000000,04N,08W,BENTLEY   (RSMU #8-24),24-A,AC,2500,2600,34.798825,-97.996310,22029.000000,QUANTUM RESOURCES MANAGEMENT LLC
51.000000,25.000000,04N,08W,SHORT,3,PA,50,100,34.784319,-97.996310,11403.000000,JOLEN OPERATING COMPANY
53.000000,31.000000,28N,07W,CAVIN SWD,1-31,AC,2000,99999,36.868260,-97.995470,22281.000000,SANDRIDGE EXPLORATION & PRODUCTION LLC
53.000000,31.000000,28N,07W,CAVIN SWD,1-31,AC,2000,60000,36.868260,-97.995470,22281.000000,SANDRIDGE EXPLORATION & PRODUCTION LLC
51.000000,36.000000,07N,08W,PALMER,1-36,AC,1000,1500,35.035864,-97.995320,20962.000000,RAW CRUDE OIL & GAS LLC
51.000000,36.000000,07N,08W,PALMER,1-36,AC,1000,1000,35.035864,-97.995320,20962.000000,RAW CRUDE OIL & GAS LLC
53.000000,18.000000,26N,07W,REGIER,3-18,AC,1250,2500,36.732762,-97.994890,16711.000000,UNIT PETROLEUM COMPANY
53.000000,18.000000,26N,07W,REGIER,3-18,AC,1000,2500,36.732762,-97.994890,16711.000000,UNIT PETROLEUM COMPANY
51.000000,25.000000,04N,08W,WALTERS,25-1,TM,2500,260,34.789759,-97.994110,16608.000000,DIAMOND ENERGY OPERATING CO
53.000000,6.000000,26N,07W,DENNIS SWD,1-6,AC,2500,7500,36.753608,-97.993760,17713.000000,D & J OIL COMPANY INC
51.000000,24.000000,08N,08W,GILES,1,TM,1800,6000,35.148283,-97.993120,22044.000000,FEMCO SWD INC
51.000000,24.000000,08N,08W,GILES,1,TM,1200,6000,35.148283,-97.993120,22044.000000,FEMCO SWD INC
51.000000,24.000000,08N,08W,GILES,1,TM,1200,6000,35.148283,-97.993120,22044.000000,FEMCO SWD INC
53.000000,18.000000,25N,07W,K-9,1,AC,1000,40000,36.637144,-97.992060,22671.000000,EQUAL ENERGY US INC
53.000000,18.000000,25N,07W,K-9,1,AC,1000,40000,36.637144,-97.992060,22671.000000,EQUAL ENERGY US INC
53.000000,18.000000,25N,07W,K-9,1,AC,1000,40000,36.637144,-97.992060,22671.000000,EQUAL ENERGY US INC
53.000000,18.000000,25N,07W,K-9,1,AC,1000,40000,36.637144,-97.992060,22671.000000,EQUAL ENERGY US INC
53.000000,18.000000,25N,07W,K-9,1,AC,1000,40000,36.637144,-97.992060,22671.000000,EQUAL ENERGY US INC
51.000000,25.000000,04N,08W,RSMU (WALTERS 32-25),4-25,AC,2500,1200,34.793386,-97.991910,22029.000000,QUANTUM RESOURCES MANAGEMENT LLC
53.000000,18.000000,26N,07W,EVA BIBY,1,TM,1250,2500,36.737294,-97.991510,16711.000000,UNIT PETROLEUM COMPANY
53.000000,6.000000,27N,07W,SW WAKITA UNIT,2-3,TM,1000,500,36.841524,-97.990390,17728.000000,CASILLAS PETROLEUM CORPORATION
53.000000,7.000000,27N,07W,SW WAKITA UNIT,14-3,AC,1000,500,36.834273,-97.990390,17728.000000,CASILLAS PETROLEUM CORPORATION
51.000000,1.000000,03N,08W,BUTLER,1-1,AC,500,250,34.757120,-97.989710,19522.000000,LATIGO DRILLING CORPORATION
53.000000,7.000000,27N,07W,SW WAKITA,14-1,AC,1000,600,36.834273,-97.987010,17728.000000,CASILLAS PETROLEUM CORPORATION
53.000000,6.000000,27N,07W,SW WAKITA,2-2,AC,1000,600,36.841524,-97.985880,17728.000000,CASILLAS PETROLEUM CORPORATION
53.000000,7.000000,26N,07W,BIBY,1-7,PA,1000,1000,36.748171,-97.984750,17713.000000,D & J OIL COMPANY INC
53.000000,7.000000,26N,07W,BIBY,1-7,PA,0,0,36.748171,-97.984750,17713.000000,D & J OIL COMPANY INC
73.000000,19.000000,18N,07W,PATOCKA,19-2,PA,500,500,36.022508,-97.984060,3186.000000,CONTINENTAL RESOURCES INC
73.000000,18.000000,16N,07W,EVERETT SMITH,1,PA,1000,5000,35.862040,-97.983480,3186.000000,CONTINENTAL RESOURCES INC
53.000000,5.000000,27N,07W,SW WAKITA UNIT,3-2,AC,600,500,36.841551,-97.981390,17728.000000,CASILLAS PETROLEUM CORPORATION
53.000000,8.000000,27N,07W,SW WAKITA UNIT,4-6,AC,1000,500,36.834301,-97.981390,17728.000000,CASILLAS PETROLEUM CORPORATION
53.000000,8.000000,26N,07W,MISTLETOE,1-8,PA,1000,1000,36.740948,-97.980240,17713.000000,D & J OIL COMPANY INC
73.000000,18.000000,16N,07W,SMITH,1,PA,1000,5000,35.858414,-97.979020,3186.000000,CONTINENTAL RESOURCES INC
53.000000,8.000000,26N,07W,SUNFLOWER,1-8,PA,1000,1000,36.740948,-97.977990,17713.000000,D & J OIL COMPANY INC
73.000000,17.000000,19N,07W,P0WELL,3,AC,800,4000,36.117699,-97.976300,21455.000000,CAPSTONE OILFIELD DISPOSAL SERVICE  INC
51.000000,7.000000,03N,07W,MCLAUGHLIN  ADA,2,AC,800,400,34.744441,-97.974330,19522.000000,LATIGO DRILLING CORPORATION
73.000000,32.000000,17N,07W,REX,1,PA,1000,2500,35.909210,-97.974030,7034.000000,NORTHWESTERN PRODUCTION INC
53.000000,8.000000,26N,07W,TRENTON,1,PA,400,850,36.746386,-97.973480,14773.000000,DUBLIN PETROLEUM CORPORATION
53.000000,5.000000,27N,07W,SW WAKITA UNIT,4-4,AC,1000,500,36.845178,-97.972370,17728.000000,CASILLAS PETROLEUM CORPORATION
53.000000,8.000000,27N,07W,SW WAKITA UNIT,15-2,TM,1000,750,36.837927,-97.972370,17728.000000,CASILLAS PETROLEUM CORPORATION
53.000000,8.000000,27N,07W,SW WAKITA UNIT,15-2,TM,1000,750,36.837927,-97.972370,17728.000000,CASILLAS PETROLEUM CORPORATION
51.000000,6.000000,03N,07W,AMY,2-6,TM,800,100,34.760760,-97.972130,20386.000000,SPRING OPERATING COMPANY
53.000000,8.000000,27N,07W,SW WAKITA,15-1,AC,1000,600,36.837927,-97.969550,17728.000000,CASILLAS PETROLEUM CORPORATION
51.000000,7.000000,03N,07W,MULLICAN  H.N.,A-1,AC,0,100,34.749881,-97.967740,1680.000000,PERKINS ENERGY COMPANY
51.000000,17.000000,05N,07W,BOSWELL,3,TM,0,225,34.905338,-97.966640,6709.000000,PEMEX INC
51.000000,17.000000,05N,07W,BOSWELL,3,TM,300,100,34.905338,-97.966640,6709.000000,PEMEX INC
17.000000,20.000000,14N,07W,ROTHER,1,PA,.,.,35.678209,-97.963870,8240.000000,TESTCO SWD COMPANY
53.000000,4.000000,27N,07W,SW WAKITA UNIT,5-2,TM,1000,750,36.845203,-97.963360,17728.000000,CASILLAS PETROLEUM CORPORATION
53.000000,4.000000,27N,07W,SW WAKITA UNIT,5-2,TM,1000,750,36.845203,-97.963360,17728.000000,CASILLAS PETROLEUM CORPORATION
53.000000,4.000000,27N,07W,SW WAKITA,6-2,TM,500,300,36.841577,-97.963360,2110.000000,ORYX ENERGY COMPANY
53.000000,9.000000,27N,07W,SW WAKITA UNIT,16-2,AC,1000,750,36.837952,-97.963360,17728.000000,CASILLAS PETROLEUM CORPORATION
53.000000,9.000000,27N,07W,SW WAKITA UNIT,16-2,AC,1000,750,36.837952,-97.963360,17728.000000,CASILLAS PETROLEUM CORPORATION
53.000000,4.000000,26N,07W,O.C. FITHIAN,2,AC,800,1000,36.761819,-97.963350,19769.000000,SINGER OIL COMPANY LLC
53.000000,4.000000,26N,07W,O.C. FITHIAN,2,AC,800,1000,36.761819,-97.963350,19769.000000,SINGER OIL COMPANY LLC
51.000000,17.000000,03N,07W,KITSON,2,PA,500,200,34.739012,-97.963340,13383.000000,JOHNSON M L
73.000000,16.000000,18N,07W,SHWF INJECTOR,1,AC,2000,4000,36.034313,-97.958460,22182.000000,LINN OPERATING INC
73.000000,16.000000,18N,07W,STATE,16-3A,TM,1000,2000,36.030687,-97.958460,5815.000000,LAMAMCO DRILLING COMPANY
51.000000,20.000000,05N,07W,WILIAMS,1-20,AC,2000,5000,34.890379,-97.957290,22044.000000,FEMCO SWD INC
51.000000,32.000000,08N,07W,CHANDLER,1,AC,1700,5000,35.127457,-97.956750,15608.000000,A & A TANK TRUCK CO
53.000000,33.000000,27N,07W,BOLSER SWD,1-33,AC,3200,25000,36.780853,-97.955460,22678.000000,CISCO OPERATING LLC
53.000000,4.000000,27N,07W,SW WAKITA UNIT,9-1,PA,1000,750,36.845204,-97.954340,17728.000000,CASILLAS PETROLEUM CORPORATION
53.000000,4.000000,27N,07W,SW WAKITA UNIT,9-1,PA,1000,750,36.845204,-97.954340,17728.000000,CASILLAS PETROLEUM CORPORATION
53.000000,4.000000,27N,07W,SW WAKITA UNIT,9-2,AC,500,300,36.841578,-97.954340,17728.000000,CASILLAS PETROLEUM CORPORATION
73.000000,4.000000,18N,07W,HENNESSEY UNIT,68,PA,1100,500,36.063320,-97.954000,1079.000000,EXXON MOBIL CORPORATION
73.000000,16.000000,18N,07W,STATE HUNTON,1-C,AC,1000,1500,36.041565,-97.953990,22182.000000,LINN OPERATING INC
73.000000,16.000000,18N,07W,DOVER UNIT,31,PA,0,0,36.034313,-97.953990,1079.000000,EXXON MOBIL CORPORATION
73.000000,16.000000,18N,07W,DOVER UNIT,31,PA,0,0,36.034313,-97.953990,1079.000000,EXXON MOBIL CORPORATION
53.000000,21.000000,27N,07W,TAYLOR SWD,1-21,AC,2000,99999,36.810310,-97.951520,22281.000000,SANDRIDGE EXPLORATION & PRODUCTION LLC
53.000000,21.000000,27N,07W,TAYLOR SWD,1-21,AC,2000,60000,36.810310,-97.951520,22281.000000,SANDRIDGE EXPLORATION & PRODUCTION LLC
53.000000,21.000000,26N,07W,J.G. RANCH,A-21-1,AC,300,500,36.717410,-97.949830,20427.000000,THREE SANDS INVESTMENT COMPANY
53.000000,21.000000,26N,07W,J.G. RANCH,A-21-1,AC,300,500,36.717410,-97.949830,20427.000000,THREE SANDS INVESTMENT COMPANY
73.000000,28.000000,18N,07W,DOVER UNIT,76,PA,1500,600,36.008932,-97.949530,1079.000000,EXXON MOBIL CORPORATION
73.000000,28.000000,18N,07W,DOVER UNIT,76,PA,1500,600,36.008932,-97.949530,1079.000000,EXXON MOBIL CORPORATION
73.000000,9.000000,15N,07W,JECH,1-9,AC,2150,12000,35.798154,-97.949530,20627.000000,ZP DISPOSAL SYSTEMS LLC
73.000000,9.000000,15N,07W,JECH,1-9,AC,2150,12000,35.798154,-97.949530,20627.000000,ZP DISPOSAL SYSTEMS LLC
73.000000,9.000000,15N,07W,JECH,1-9,AC,2150,12000,35.798154,-97.949530,20627.000000,ZP DISPOSAL SYSTEMS LLC
73.000000,9.000000,15N,07W,JECH,1-9,AC,2150,12000,35.798154,-97.949530,20627.000000,ZP DISPOSAL SYSTEMS LLC
73.000000,9.000000,15N,07W,JECH,1-9,AC,2150,12000,35.798154,-97.949530,20627.000000,ZP DISPOSAL SYSTEMS LLC
73.000000,9.000000,15N,07W,JECH,1-9,AC,2150,12000,35.798154,-97.949530,20627.000000,ZP DISPOSAL SYSTEMS LLC
73.000000,9.000000,15N,07W,JECH,1-9,AC,1500,5040,35.798154,-97.949530,20627.000000,ZP DISPOSAL SYSTEMS LLC
73.000000,9.000000,15N,07W,JECH,1-9,AC,1500,5040,35.798154,-97.949530,20627.000000,ZP DISPOSAL SYSTEMS LLC
73.000000,9.000000,15N,07W,JECH,1-9,AC,1500,5040,35.798154,-97.949530,20627.000000,ZP DISPOSAL SYSTEMS LLC
73.000000,9.000000,15N,07W,JECH,1-9,AC,1500,5040,35.798154,-97.949530,20627.000000,ZP DISPOSAL SYSTEMS LLC
73.000000,9.000000,15N,07W,JECH,1-9,AC,1500,5040,35.798154,-97.949530,20627.000000,ZP DISPOSAL SYSTEMS LLC
73.000000,9.000000,15N,07W,JECH,1-9,AC,1500,5040,35.798154,-97.949530,20627.000000,ZP DISPOSAL SYSTEMS LLC
73.000000,9.000000,15N,07W,JECH,1-9,AC,1500,5040,35.798154,-97.949530,20627.000000,ZP DISPOSAL SYSTEMS LLC
73.000000,9.000000,15N,07W,JECH,1-9,AC,1500,5040,35.798154,-97.949530,20627.000000,ZP DISPOSAL SYSTEMS LLC
47.000000,21.000000,24N,07W,KAYE ZALOUDEK,2,AC,1500,1500,36.539147,-97.948900,21553.000000,SHARBER BILLY JACK OPERATING LLC
53.000000,27.000000,29N,07W,CHANDLER,1,PA,1000,4000,36.956624,-97.948530,18052.000000,COMPASS DRILLING INC
53.000000,34.000000,26N,07W,V.N.M.S.U. TR. 7,3,AC,2000,1000,36.682991,-97.946430,19511.000000,MURAS ENERGY INC
47.000000,21.000000,20N,07W,"PRIBIL  J. ""C""",1,PA,100,600,36.189821,-97.945660,15726.000000,SINGER OIL COMPANY
47.000000,21.000000,20N,07W,"PRIBIL  J. ""C""",1,PA,100,600,36.189821,-97.945660,15726.000000,SINGER OIL COMPANY
47.000000,9.000000,24N,07W,ARGONNE,9-1,TM,1000,30000,36.578123,-97.945530,22001.000000,MERIDIAN RESOURCES & EXPL LLC
53.000000,3.000000,27N,07W,SW WAKITA UNIT,11-2,PA,1000,1000,36.845226,-97.945340,17728.000000,CASILLAS PETROLEUM CORPORATION
53.000000,3.000000,27N,07W,SW WAKITA UNIT,11-2,PA,1000,1000,36.845226,-97.945340,17728.000000,CASILLAS PETROLEUM CORPORATION
53.000000,3.000000,27N,07W,SW WAKITA UNIT,11-1,AC,1000,750,36.841601,-97.945340,17728.000000,CASILLAS PETROLEUM CORPORATION
53.000000,3.000000,27N,07W,SW WAKITA UNIT,11-1,AC,1000,750,36.841601,-97.945340,17728.000000,CASILLAS PETROLEUM CORPORATION
73.000000,9.000000,18N,07W,HENNESSEY UN (1 STINSON B),82,PA,0,0,36.056069,-97.945070,1079.000000,EXXON MOBIL CORPORATION
73.000000,9.000000,18N,07W,HENNESSEY UN (1 STINSON B),82,PA,0,0,36.056069,-97.945070,1079.000000,EXXON MOBIL CORPORATION
73.000000,16.000000,18N,07W,STATE HUNTON A,1,TM,500,1500,36.041565,-97.945060,17441.000000,CHESAPEAKE OPERATING INC
73.000000,16.000000,18N,07W,STATE HUNTON,B-1,TM,1000,2000,36.034314,-97.945060,17441.000000,CHESAPEAKE OPERATING INC
73.000000,21.000000,18N,07W,DOVER UNIT,45,PA,0,0,36.027062,-97.945060,1079.000000,EXXON MOBIL CORPORATION
