time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2015-09-18T06:01:43.400Z,36.6708,-97.7437,5.67,2.6,ml,,44,,0.4,us,us20003lg9,2015-12-21T23:16:19.040Z,"5 km E of Pond Creek, Oklahoma",earthquake,1.3,6.5,,,reviewed,tul,tul
2015-09-17T23:43:05.100Z,36.5077,-99.0313,7.271,2.8,ml,,173,,0.57,us,us20003l8h,2015-12-21T23:16:18.040Z,"6 km NNE of Quinlan, Oklahoma",earthquake,4,7.5,,,reviewed,tul,tul
2015-09-17T22:48:36.000Z,36.8447,-98.2788,5,2.5,ml,,116,,0.83,us,us20003nqk,2015-12-21T23:16:18.040Z,"6 km SSE of Byron, Oklahoma",earthquake,1.4,4.6,,,reviewed,tul,tul
2015-09-17T15:03:29.500Z,36.8433,-97.8111,4.889,3.1,ml,,110,,0.85,us,us20003klk,2015-12-21T23:16:16.040Z,"7 km WNW of Medford, Oklahoma",earthquake,1.4,5.6,,,reviewed,tul,tul
2015-09-17T02:05:44.100Z,35.9837,-96.8042,4.6,2.6,ml,,67,,0.83,us,us20003keh,2015-12-21T23:16:12.040Z,"3 km W of Cushing, Oklahoma",earthquake,1.8,3.9,,,reviewed,tul,tul
2015-09-17T01:31:06.000Z,36.589,-97.3686,2.49,2.8,ml,,63,,0.7,us,us20003kbz,2015-12-21T23:16:12.040Z,"9 km NE of Billings, Oklahoma",earthquake,1.7,6.2,,,reviewed,tul,tul
2015-09-17T01:09:14.000Z,36.1828,-97.4763,1.469,2.5,ml,,64,,0.27,us,us20003klw,2015-12-21T23:16:11.040Z,"9 km WNW of Orlando, Oklahoma",earthquake,1,8,,,reviewed,tul,tul
2015-09-17T00:31:16.930Z,35.9917,-96.8186,2.2,2.5,ml,,50,0.023,0.64,us,us200040bx,2015-12-21T23:16:11.040Z,"4 km W of Cushing, Oklahoma",earthquake,1.9,4.8,0.073,25,reviewed,us,us
2015-09-17T00:25:09.900Z,35.9837,-96.7919,4.12,2.6,ml,,58,,0.61,us,us10003xix,2015-12-21T23:16:11.040Z,"2 km W of Cushing, Oklahoma",earthquake,2.7,4.8,,,reviewed,tul,tul
2015-09-16T23:27:07.700Z,36.276,-97.5132,7.341,2.5,ml,,75,,0.49,us,us20003kmh,2015-12-12T00:42:58.040Z,"5 km W of Lucien, Oklahoma",earthquake,1.5,7.5,,,reviewed,tul,tul
2015-09-16T20:00:58.500Z,36.4773,-98.8025,5,2.7,ml,,123,,0.23,us,us20003k6p,2015-12-12T00:42:57.040Z,"13 km SSE of Waynoka, Oklahoma",earthquake,3,7.7,,,reviewed,tul,tul
2015-09-16T19:34:02.100Z,36.2801,-97.5128,9.424,3,ml,,50,,0.34,us,us20003k50,2015-12-12T00:42:57.040Z,"5 km W of Lucien, Oklahoma",earthquake,0.7,7.7,,,reviewed,tul,tul
2015-09-16T15:17:36.300Z,36.3334,-96.7918,5,3.3,ml,,65,,0.84,us,us20003jzj,2015-12-12T00:42:56.040Z,"1 km ESE of Pawnee, Oklahoma",earthquake,2.6,7.7,,,reviewed,tul,tul
2015-09-16T12:09:52.500Z,36.3288,-96.7891,3.093,3.2,mwr,,65,,0.64,us,us20003jxh,2015-12-12T00:42:55.040Z,"1 km SE of Pawnee, Oklahoma",earthquake,1.8,7.5,,9,reviewed,tul,slm
2015-09-16T10:09:31.000Z,35.9788,-96.8055,4.819,2.5,ml,,73,,0.52,us,us20003k4t,2015-12-12T00:42:55.040Z,"3 km WSW of Cushing, Oklahoma",earthquake,2.3,3,,,reviewed,tul,tul
2015-09-16T09:07:41.200Z,35.984,-96.8109,3.334,2.7,ml,,71,,0.59,us,us20003jx3,2015-12-12T00:42:55.040Z,"3 km W of Cushing, Oklahoma",earthquake,1.6,3.6,,,reviewed,tul,tul
2015-09-16T09:07:16.000Z,35.9799,-96.8033,4.826,2.8,ml,,54,,0.8,us,us20003jwy,2015-12-12T00:42:55.040Z,"3 km W of Cushing, Oklahoma",earthquake,2.3,4.5,,,reviewed,tul,tul
2015-09-16T09:03:40.400Z,35.9816,-96.8081,3.879,2.8,ml,,53,,0.67,us,us20003jxb,2015-12-12T00:42:55.040Z,"3 km W of Cushing, Oklahoma",earthquake,1.4,3.9,,,reviewed,tul,tul
2015-09-16T08:42:21.900Z,35.9835,-96.8033,4.65,2.8,ml,,54,,0.7,us,us20003k1j,2015-12-12T00:42:55.040Z,"3 km W of Cushing, Oklahoma",earthquake,1.2,3.5,,,reviewed,tul,tul
2015-09-16T07:24:50.000Z,36.4516,-97.0962,4.392,2.6,ml,,44,,0.52,us,us20003k42,2015-12-12T00:42:55.040Z,"7 km E of Red Rock, Oklahoma",earthquake,2.1,7.9,,,reviewed,tul,tul
2015-09-16T06:20:04.580Z,36.0098,-96.8143,1.78,2.6,mb_lg,,34,0.039,0.41,us,us20003k67,2015-12-12T00:42:55.040Z,"5 km WNW of Cushing, Oklahoma",earthquake,2.3,7.6,0.095,29,reviewed,us,us
2015-09-16T04:48:01.000Z,36.4802,-98.9418,10.742,3.7,mwr,,110,,0.58,us,us20003jvv,2015-12-12T00:42:55.040Z,"9 km ENE of Quinlan, Oklahoma",earthquake,4.3,5.4,0.06,27,reviewed,tul,us
2015-09-16T04:40:43.300Z,36.0088,-96.8089,0.002,2.7,ml,,50,,0.4,us,us20003k3m,2015-12-12T00:42:55.040Z,"4 km NW of Cushing, Oklahoma",earthquake,1.7,7.4,,,reviewed,tul,tul
2015-09-16T03:43:26.200Z,35.989,-96.7949,4.136,2.9,ml,,55,,0.88,us,us20003jvw,2015-12-12T00:42:55.040Z,"2 km W of Cushing, Oklahoma",earthquake,1.5,4.1,,,reviewed,tul,tul
2015-09-16T02:30:01.900Z,35.9778,-96.7949,4.019,3.7,mwr,,56,,0.77,us,us20003jvi,2020-03-20T00:30:58.848Z,"2 km WSW of Cushing, Oklahoma",earthquake,2.7,6.5,0.048,41,reviewed,tul,us
2015-09-15T23:45:32.690Z,36.482,-98.921,5,3.6,ml,,,,0.79,us,us20003juv,2015-12-12T00:42:54.040Z,"11 km ENE of Quinlan, Oklahoma",earthquake,4.6,2,,,reviewed,tul,tul
2015-09-15T23:37:23.000Z,35.9487,-96.7803,4.165,2.5,ml,,158,,0.71,us,us20003k6w,2015-12-12T00:42:54.040Z,"4 km SSW of Cushing, Oklahoma",earthquake,1.9,2.4,,,reviewed,tul,tul
2015-09-15T22:57:13.200Z,36.4821,-98.9374,6.273,3.4,ml,,138,,0.63,us,us20003jul,2015-12-12T00:42:54.040Z,"10 km ENE of Quinlan, Oklahoma",earthquake,2.9,7.4,,,reviewed,tul,tul
2015-09-15T21:08:46.800Z,35.9862,-96.7985,4.702,2.9,ml,,55,,0.62,us,us20003jt8,2015-12-12T00:42:54.040Z,"2 km W of Cushing, Oklahoma",earthquake,2.3,3.9,,,reviewed,tul,tul
2015-09-15T20:42:06.100Z,35.9843,-96.7975,4.46,2.8,ml,,55,,0.78,us,us20003ju1,2015-12-12T00:42:54.040Z,"2 km W of Cushing, Oklahoma",earthquake,1,4,,,reviewed,tul,tul
2015-09-15T20:29:54.200Z,35.9797,-96.7933,4.137,2.8,ml,,56,,0.84,us,us20003ju0,2015-12-12T00:42:54.040Z,"2 km WSW of Cushing, Oklahoma",earthquake,2.4,4.5,,,reviewed,tul,tul
2015-09-15T19:08:02.700Z,36.7527,-98.7564,5,2.5,ml,,153,,0.71,us,us20003jsj,2015-12-12T00:42:54.040Z,"6 km NNE of Avard, Oklahoma",earthquake,3.1,2,,,reviewed,tul,tul
2015-09-15T16:28:43.200Z,35.671,-97.415,3.076,3.1,ml,,69,,0.55,us,us20003jng,2015-12-12T00:42:53.040Z,"6 km ENE of Edmond, Oklahoma",earthquake,2,7.7,,,reviewed,tul,tul
2015-09-15T13:58:40.800Z,35.5128,-97.3032,6.372,3,ml,,65,,0.43,us,us20003jmb,2015-12-12T00:42:53.040Z,"3 km NE of Nicoma Park, Oklahoma",earthquake,2.3,4.1,,,reviewed,tul,tul
2015-09-15T12:36:10.700Z,36.0725,-97.4341,5,2.5,ml,,64,,0.4,us,us20003jm5,2015-12-12T00:42:53.040Z,"2 km WNW of Mulhall, Oklahoma",earthquake,1.4,2,,,reviewed,tul,tul
2015-09-15T07:27:43.800Z,36.0733,-97.5774,4.74,2.9,ml,,69,,0.65,us,us20003jkp,2015-12-12T00:42:53.040Z,"9 km SSE of Marshall, Oklahoma",earthquake,1.6,7.6,,,reviewed,tul,tul
2015-09-15T06:17:58.000Z,36.0175,-97.0007,4.213,2.6,ml,,69,,0.6,us,us20003jzn,2015-12-12T00:42:53.040Z,"5 km NNE of Perkins, Oklahoma",earthquake,1.3,6.5,,,reviewed,tul,tul
2015-09-15T04:20:32.000Z,36.0725,-97.5792,5.115,2.8,ml,,69,,0.62,us,us20003jk6,2015-12-12T00:42:53.040Z,"Oklahoma",earthquake,1.7,7.2,,,reviewed,tul,tul
2015-09-15T03:30:02.400Z,36.1244,-97.2664,5,2.6,ml,,80,,0.49,us,us20003kry,2015-12-12T00:42:53.040Z,"10 km ESE of Orlando, Oklahoma",earthquake,1.2,6.8,,,reviewed,tul,tul
2015-09-15T02:12:31.200Z,36.0732,-97.4407,2.087,3,ml,,66,,0.33,us,us20003jja,2015-12-12T00:42:53.040Z,"3 km WNW of Mulhall, Oklahoma",earthquake,1.3,7.9,,,reviewed,tul,tul
2015-09-14T22:58:32.300Z,36.5708,-97.3934,6.433,2.9,ml,,50,,0.62,us,us20003jpr,2015-12-12T00:42:53.040Z,"6 km NE of Billings, Oklahoma",earthquake,1.4,7.3,,,reviewed,tul,tul
2015-09-14T18:08:54.800Z,36.2859,-97.5233,6.913,2.7,ml,,53,,0.48,us,us20003jec,2015-12-12T00:42:52.040Z,"6 km ESE of Covington, Oklahoma",earthquake,1.3,7,,,reviewed,tul,tul
2015-09-14T17:25:29.100Z,35.7437,-97.3552,5.391,3.3,ml,,66,,0.53,us,us20003je6,2015-12-12T00:42:52.040Z,"8 km NNW of Arcadia, Oklahoma",earthquake,2.2,2.9,,,reviewed,tul,tul
2015-09-14T17:10:40.200Z,36.3714,-97.3548,5.626,2.6,ml,,42,,0.45,us,us20003jew,2015-12-12T00:42:52.040Z,"10 km NNW of Perry, Oklahoma",earthquake,1.3,7.8,,,reviewed,tul,tul
2015-09-14T07:04:30.200Z,36.2785,-97.5116,6.851,3.1,ml,,73,,0.65,us,us20003j9c,2015-12-12T00:42:51.040Z,"5 km W of Lucien, Oklahoma",earthquake,2.4,7.8,,,reviewed,tul,tul
2015-09-14T02:06:24.500Z,36.0713,-97.4386,5.197,3.1,ml,,64,,0.61,us,us20003j8n,2015-12-12T00:42:51.040Z,"2 km WNW of Mulhall, Oklahoma",earthquake,1.5,7.7,,,reviewed,tul,tul
2015-09-14T00:49:29.500Z,36.2796,-97.5103,5.935,2.7,ml,,50,,0.52,us,us20003ks0,2015-12-12T00:42:51.040Z,"5 km W of Lucien, Oklahoma",earthquake,1.4,7.3,,,reviewed,tul,tul
2015-09-14T00:04:52.700Z,36.0694,-97.439,5.387,3.2,ml,,64,,0.82,us,us20003j83,2015-12-12T00:42:51.040Z,"2 km W of Mulhall, Oklahoma",earthquake,3,7.5,,,reviewed,tul,tul
2015-09-13T23:56:32.000Z,36.0728,-97.4377,5.279,2.7,ml,,64,,0.56,us,us20003krs,2015-12-12T00:42:51.040Z,"2 km WNW of Mulhall, Oklahoma",earthquake,1.3,6.1,,,reviewed,tul,tul
2015-09-13T09:30:39.800Z,36.5869,-98.2995,4.41,2.7,ml,,100,,0.78,us,us20003jgm,2015-12-12T00:42:50.040Z,"5 km NNW of Helena, Oklahoma",earthquake,2.4,7.7,,,reviewed,tul,tul
2015-09-13T06:26:38.000Z,36.1751,-97.4854,4.682,2.6,ml,,39,,0.49,us,us20003krp,2015-12-12T00:42:50.040Z,"10 km WNW of Orlando, Oklahoma",earthquake,1.4,7.1,,,reviewed,tul,tul
2015-09-13T03:34:23.700Z,35.5944,-97.4213,4.923,2.8,ml,,69,,0.68,us,us20003j7m,2015-12-12T00:42:50.040Z,"6 km NNE of Lake Aluma, Oklahoma",earthquake,2,6.7,,,reviewed,tul,tul
2015-09-12T19:10:25.900Z,36.821,-98.0175,6.216,2.8,ml,,62,,0.41,us,us20003jbj,2015-12-12T00:42:48.040Z,"10 km SW of Wakita, Oklahoma",earthquake,5.1,7.2,,,reviewed,tul,tul
2015-09-12T13:47:08.800Z,35.7444,-97.3549,6.457,3.1,ml,,66,,0.65,us,us20003j0x,2020-03-20T00:30:36.132Z,"8 km NNW of Arcadia, Oklahoma",earthquake,1.4,6.9,,,reviewed,tul,tul
2015-09-12T11:27:00.600Z,35.9869,-97.5581,5.607,2.7,ml,,70,,0.7,us,us20003jg4,2015-12-12T00:42:48.040Z,"5 km NE of Crescent, Oklahoma",earthquake,1.6,7.7,,,reviewed,tul,tul
2015-09-12T10:55:44.300Z,35.9853,-97.5616,6.369,3.2,ml,,70,,0.71,us,us20003j0a,2015-12-12T00:42:48.040Z,"4 km NE of Crescent, Oklahoma",earthquake,2.7,7.7,,,reviewed,tul,tul
2015-09-12T08:21:47.500Z,36.3525,-98.5718,6.82,2.9,ml,,88,,0.66,us,us20003j73,2015-12-12T00:42:47.040Z,"12 km NW of Fairview, Oklahoma",earthquake,1.8,7.8,,,reviewed,tul,tul
2015-09-12T04:05:11.000Z,36.1794,-97.49,4.766,2.7,ml,,64,,0.45,us,us20003jf8,2015-12-12T00:42:47.040Z,"10 km WNW of Orlando, Oklahoma",earthquake,3.3,8,,,reviewed,tul,tul
2015-09-12T02:41:39.100Z,36.5867,-97.3754,7.343,2.7,ml,,48,,0.5,us,us20003jee,2015-12-12T00:42:47.040Z,"8 km NE of Billings, Oklahoma",earthquake,2.8,7.9,,,reviewed,tul,tul
2015-09-11T23:06:55.900Z,36.5837,-98.292,7.083,2.6,ml,,99,,0.64,us,us20003ks5,2015-12-12T00:42:47.040Z,"4 km NNW of Helena, Oklahoma",earthquake,2.5,6.3,,,reviewed,tul,tul
2015-09-11T21:28:18.100Z,36.29,-97.5178,12.804,2.8,ml,,52,,0.62,us,us20003je0,2015-12-12T00:42:47.040Z,"5 km WNW of Lucien, Oklahoma",earthquake,1.8,6.6,,,reviewed,tul,tul
2015-09-11T20:08:00.000Z,35.9546,-97.3073,5.289,2.8,ml,,62,,0.85,us,us20003ks1,2015-12-12T00:42:47.040Z,"4 km WNW of Langston, Oklahoma",earthquake,1.4,7.7,,,reviewed,tul,tul
2015-09-11T15:41:59.500Z,36.7546,-98.0754,6.036,2.5,ml,,51,,0.63,us,us20003kri,2015-12-12T00:42:46.040Z,"6 km E of Nescatunga, Oklahoma",earthquake,1.4,4.6,,,reviewed,tul,tul
2015-09-10T19:26:57.300Z,36.9027,-97.6825,6.56,3.4,mwr,,37,,0.75,us,us20003hum,2015-12-12T00:42:45.040Z,"3 km SW of Renfrow, Oklahoma",earthquake,4.7,5.7,,14,reviewed,tul,slm
2015-09-10T18:41:33.800Z,36.0301,-97.1221,5.336,3.1,ml,,54,,0.47,us,us20003huh,2015-12-12T00:42:45.040Z,"10 km NW of Perkins, Oklahoma",earthquake,1.2,7.6,,,reviewed,tul,tul
2015-09-10T11:10:53.600Z,35.5486,-96.7545,5.757,2.9,ml,,65,,0.38,us,us20003hu9,2015-12-12T00:42:45.040Z,"8 km SE of Sparks, Oklahoma",earthquake,3.1,7.1,,,reviewed,tul,tul
2015-09-10T03:40:18.700Z,36.5851,-98.2957,5.245,2.7,ml,,100,,0.55,us,us20003ksf,2015-12-12T00:42:44.040Z,"4 km NNW of Helena, Oklahoma",earthquake,1.8,6.9,,,reviewed,tul,tul
2015-09-10T01:05:28.000Z,36.1808,-97.4857,5.638,3.3,ml,,63,,0.25,us,us20003hp0,2015-12-12T00:42:44.040Z,"10 km WNW of Orlando, Oklahoma",earthquake,1,7.9,,,reviewed,tul,tul
2015-09-09T23:03:36.200Z,36.6231,-97.7,4.705,2.8,ml,,60,,0.54,us,us20003hqp,2015-12-05T01:40:39.040Z,"7 km NNW of Hunter, Oklahoma",earthquake,1.2,7.3,,,reviewed,tul,tul
2015-09-09T03:42:48.800Z,36.1824,-97.4975,3.473,3.5,mwr,,36,,0.32,us,us20003hgz,2015-12-05T01:40:38.040Z,"10 km SSW of Lucien, Oklahoma",earthquake,1.5,7.9,0.048,42,reviewed,tul,us
2015-09-08T21:26:20.400Z,36.178,-97.4857,5.819,3.3,ml,,63,,0.63,us,us20003her,2015-12-05T01:40:37.040Z,"10 km WNW of Orlando, Oklahoma",earthquake,1.4,7.8,,,reviewed,tul,tul
2015-09-08T20:00:22.600Z,36.2029,-97.0059,5.946,2.5,ml,,66,,0.77,us,us20003krx,2015-12-05T01:40:37.040Z,"7 km WSW of Glencoe, Oklahoma",earthquake,1.6,5.3,,,reviewed,tul,tul
2015-09-08T16:05:18.900Z,36.1772,-97.4871,5,2.6,ml,,63,,0.29,us,us20003hba,2015-12-05T01:40:37.040Z,"10 km WNW of Orlando, Oklahoma",earthquake,1.7,7.9,,,reviewed,tul,tul
2015-09-08T03:34:22.500Z,36.5293,-98.4921,4.592,3,ml,,87,,0.54,us,us20003h70,2015-12-05T01:40:36.040Z,"4 km WNW of Aline, Oklahoma",earthquake,2.4,7.4,,,reviewed,tul,tul
2015-09-08T01:45:59.500Z,36.2003,-97.0045,6.036,2.5,ml,,68,,0.71,us,us20003hg2,2015-12-05T01:40:35.040Z,"7 km WSW of Glencoe, Oklahoma",earthquake,1.4,7.2,,,reviewed,tul,tul
2015-09-07T19:12:15.500Z,35.5934,-97.3991,3.521,2.5,ml,,63,,0.77,us,us20003hlk,2015-12-05T01:40:34.040Z,"7 km NNE of Lake Aluma, Oklahoma",earthquake,1.3,3.9,,,reviewed,tul,tul
2015-09-06T20:36:50.100Z,36.1984,-97.1477,5.939,2.6,ml,,59,,0.6,us,us20003hcy,2015-12-05T01:40:32.040Z,"12 km NW of Stillwater, Oklahoma",earthquake,1.3,7.5,,,reviewed,tul,tul
2015-09-06T15:40:47.000Z,36.5057,-99.0197,6.824,2.6,ml,,194,,0.35,us,us20003gz7,2015-12-05T01:40:32.040Z,"6 km NNE of Quinlan, Oklahoma",earthquake,2.8,6.4,,,reviewed,tul,tul
2015-09-06T13:02:11.880Z,36.57,-97.396,7,2.6,ml,,,,0.18,us,us20003hdn,2015-12-05T01:40:32.040Z,"6 km NE of Billings, Oklahoma",earthquake,1.5,6.9,,,reviewed,tul,tul
2015-09-06T10:32:36.700Z,36.9376,-97.6897,5,2.8,ml,,49,,0.67,us,us20003gy4,2015-12-05T01:40:32.040Z,"3 km WNW of Renfrow, Oklahoma",earthquake,1.4,1.9,,,reviewed,tul,tul
2015-09-06T08:59:26.400Z,36.9372,-97.932,3.276,2.5,ml,,69,,0.23,us,us20003hcv,2015-12-05T01:40:32.040Z,"6 km N of Wakita, Oklahoma",earthquake,1.8,3.9,,,reviewed,tul,tul
2015-09-05T23:46:43.400Z,35.5355,-96.76,6.876,2.7,ml,,61,,0.33,us,us20003ks3,2015-12-05T01:40:31.040Z,"8 km NW of Prague, Oklahoma",earthquake,2.3,7.5,,,reviewed,tul,tul
2015-09-05T22:22:07.700Z,36.8381,-97.5119,4.727,2.5,ml,,75,,0.4,us,us20003hcx,2015-12-05T01:40:30.040Z,"3 km N of Deer Creek, Oklahoma",earthquake,1.3,7.2,,,reviewed,tul,tul
2015-09-05T14:49:33.700Z,36.3313,-97.8146,7.342,2.5,ml,,115,,0.3,us,us20003hd0,2015-12-05T01:40:29.040Z,"9 km SE of Enid, Oklahoma",earthquake,1.9,7.2,,,reviewed,tul,tul
2015-09-05T09:13:22.200Z,36.8204,-97.6221,4.989,2.5,ml,,53,,0.5,us,us20003ks9,2015-12-05T01:40:28.040Z,"9 km W of Deer Creek, Oklahoma",earthquake,1.2,7.2,,,reviewed,tul,tul
2015-09-05T08:42:24.000Z,36.4468,-97.1183,5,2.9,ml,,60,,0.26,us,us20003h8l,2015-12-05T01:40:28.040Z,"5 km ESE of Red Rock, Oklahoma",earthquake,1.6,1.9,,,reviewed,tul,tul
2015-09-05T08:21:07.200Z,36.8677,-98.8262,5,2.6,ml,,144,,0.19,us,us20003krk,2015-12-05T01:40:28.040Z,"15 km WNW of Alva, Oklahoma",earthquake,2.4,2,,,reviewed,tul,tul
2015-09-04T22:03:00.900Z,36.6689,-97.741,6.995,2.9,ml,,44,,0.67,us,us20003h8f,2015-12-05T01:40:27.040Z,"5 km E of Pond Creek, Oklahoma",earthquake,1,6.1,,,reviewed,tul,tul
2015-09-04T21:56:51.500Z,35.6138,-96.8906,4.982,2.7,ml,,60,,0.69,us,us20003kse,2015-12-05T01:40:27.040Z,"6 km W of Sparks, Oklahoma",earthquake,1,5.9,,,reviewed,tul,tul
2015-09-04T20:11:15.100Z,35.7707,-97.4864,6.992,2.5,ml,,71,,0.76,us,us20003hfe,2015-12-05T01:40:26.040Z,"12 km SSE of Cedar Valley, Oklahoma",earthquake,1.8,1,,,reviewed,tul,tul
2015-09-04T17:30:18.500Z,36.2771,-97.267,5,2.8,ml,,55,,0.62,us,us20003hfd,2015-12-05T01:40:26.040Z,"2 km SE of Perry, Oklahoma",earthquake,1.6,2,,,reviewed,tul,tul
2015-09-04T17:09:33.400Z,36.0252,-97.1258,4.723,2.5,ml,,66,,0.82,us,us20003hmy,2015-12-05T01:40:26.040Z,"10 km NW of Perkins, Oklahoma",earthquake,1.6,6.6,,,reviewed,tul,tul
2015-09-04T12:13:56.200Z,36.5438,-97.7114,6.131,2.5,ml,,77,,0.66,us,us20003hn0,2015-12-05T01:40:25.040Z,"5 km WSW of Hunter, Oklahoma",earthquake,1.2,6.8,,,reviewed,tul,tul
2015-09-04T06:34:35.200Z,36.689,-98.616,6.001,2.6,ml,,132,,0.26,us,us20003g9s,2015-12-05T01:40:25.040Z,"5 km NW of Dacoma, Oklahoma",earthquake,1.7,2.3,,,reviewed,tul,tul
2015-09-03T20:08:05.400Z,36.5575,-97.1965,5,2.6,ml,,61,,0.47,us,us20003g54,2015-12-05T01:40:24.040Z,"4 km W of Marland, Oklahoma",earthquake,1.6,7.6,,,reviewed,tul,tul
2015-09-03T19:43:03.100Z,36.5579,-97.1924,7.662,2.5,ml,,63,,0.36,us,us20003g3e,2015-12-05T01:40:24.040Z,"3 km W of Marland, Oklahoma",earthquake,1.7,4.7,,,reviewed,tul,tul
2015-09-03T17:26:48.240Z,36.4276,-95.9493,5,2.6,mb_lg,,132,0.664,0.67,us,us20003g0p,2015-12-05T01:40:24.040Z,"6 km WSW of Vera, Oklahoma",earthquake,2.2,2,0.083,38,reviewed,us,us
2015-09-03T15:16:03.900Z,35.8922,-96.7424,4.07,2.6,ml,,76,,0.69,us,us20003iry,2015-12-05T01:40:24.040Z,"10 km SSE of Cushing, Oklahoma",earthquake,1.8,4.9,,,reviewed,tul,tul
2015-09-03T12:49:42.000Z,36.589,-98.3096,4.139,2.5,ml,,128,,0.63,us,us20003krt,2015-12-05T01:40:24.040Z,"5 km NW of Helena, Oklahoma",earthquake,1.4,4.2,,,reviewed,tul,tul
2015-09-03T00:30:19.700Z,36.5139,-98.562,5.054,2.6,ml,,107,,0.41,us,us20003krq,2015-12-05T01:40:23.040Z,"10 km W of Aline, Oklahoma",earthquake,2,7.4,,,reviewed,tul,tul
2015-09-02T23:52:24.000Z,36.9389,-98.0182,5.589,3.4,ml,,89,,0.44,us,us20003fwl,2015-12-01T00:36:11.040Z,"6 km SSE of Manchester, Oklahoma",earthquake,2.4,7,,,reviewed,tul,tul
2015-09-02T19:46:36.500Z,35.9946,-97.2229,6.091,2.9,ml,,60,,0.73,us,us20003fvm,2015-12-01T00:36:11.040Z,"4 km NNE of Coyle, Oklahoma",earthquake,1.6,6.9,,,reviewed,tul,tul
2015-09-02T14:01:26.240Z,35.949,-96.781,3.7,3.3,mwr,,,,0.49,us,us20003fqc,2016-05-31T23:25:31.129Z,"4 km SSW of Cushing, Oklahoma",earthquake,2.1,6.9,,9,reviewed,tul,slm
2015-09-02T13:50:02.530Z,36.488,-98.511,4.4,3.5,mwr,,,,0.49,us,us20003fq6,2015-12-01T00:36:11.040Z,"6 km WSW of Aline, Oklahoma",earthquake,4.2,6.9,0.043,51,reviewed,tul,us
2015-09-02T12:01:41.700Z,36.8463,-97.7003,4.174,2.7,ml,,39,,0.58,us,us20003ft6,2015-12-01T00:36:10.040Z,"5 km NE of Medford, Oklahoma",earthquake,0.9,6.7,,,reviewed,tul,tul
2015-09-02T06:50:26.700Z,35.6726,-97.3984,4.425,2.8,ml,,68,,0.7,us,us20003fmc,2015-12-01T00:36:10.040Z,"6 km W of Arcadia, Oklahoma",earthquake,3.1,7.2,,,reviewed,tul,tul
2015-09-02T06:15:31.800Z,35.6813,-97.3886,3.75,2.5,ml,,131,,0.91,us,us20003fm7,2015-12-01T00:36:10.040Z,"5 km WNW of Arcadia, Oklahoma",earthquake,2.4,6.6,,,reviewed,tul,tul
2015-09-02T05:44:11.700Z,36.4452,-97.1249,4.659,2.5,ml,,59,,0.54,us,us20003fm4,2015-12-01T00:36:10.040Z,"5 km ESE of Red Rock, Oklahoma",earthquake,1.2,6.6,,,reviewed,tul,tul
2015-09-02T05:05:04.500Z,36.712,-98.4048,1.643,2.8,ml,,116,,0.64,us,us20003flz,2015-12-01T00:36:10.040Z,"3 km NNE of Lambert, Oklahoma",earthquake,1.3,6.8,,,reviewed,tul,tul
2015-09-02T01:34:14.000Z,36.018,-97.3186,4.747,2.8,ml,,62,,0.68,us,us20003fkh,2015-12-01T00:36:09.040Z,"9 km ESE of Mulhall, Oklahoma",earthquake,1.6,7.7,,,reviewed,tul,tul
2015-09-02T00:21:25.700Z,35.9514,-96.7845,4.456,2.6,ml,,59,,0.6,us,us20003ksi,2015-12-01T00:36:09.040Z,"4 km SSW of Cushing, Oklahoma",earthquake,1.4,3.1,,,reviewed,tul,tul
2015-09-01T23:41:15.800Z,36.6781,-98.2189,5.347,2.5,ml,,103,,0.62,us,us20003hj4,2015-12-01T00:36:09.040Z,"3 km WNW of Jet, Oklahoma",earthquake,1,5.9,,,reviewed,tul,tul
2015-09-01T19:19:08.400Z,36.693,-98.6132,6.421,2.5,ml,,132,,0.77,us,us20003fgu,2015-12-01T00:36:09.040Z,"5 km NW of Dacoma, Oklahoma",earthquake,2,6.5,,,reviewed,tul,tul
2015-09-01T18:00:46.400Z,35.9507,-96.7805,4.102,3,ml,,51,,0.64,us,us20003fik,2015-12-01T00:36:08.040Z,"4 km SSW of Cushing, Oklahoma",earthquake,2.1,3.5,,,reviewed,tul,tul
2015-09-01T15:05:34.300Z,35.9784,-97.5568,5.599,2.9,ml,,70,,0.41,us,us20003fdm,2015-12-01T00:36:08.040Z,"4 km NE of Crescent, Oklahoma",earthquake,1.6,5.3,,,reviewed,tul,tul
2015-09-01T11:08:12.800Z,35.8938,-97.2792,7.176,2.5,ml,,63,,0.53,us,us20003fhk,2015-12-01T00:36:08.040Z,"6 km SSW of Langston, Oklahoma",earthquake,1.4,6,,,reviewed,tul,tul
2015-09-01T10:59:11.400Z,36.4467,-97.1232,8.567,2.8,ml,,59,,0.74,us,us20003fc8,2015-12-01T00:36:07.040Z,"5 km ESE of Red Rock, Oklahoma",earthquake,1.4,7.5,,,reviewed,tul,tul
2015-09-01T09:43:50.000Z,35.9486,-96.7844,3.892,3.4,ml,,47,,0.65,us,us20003fc5,2015-12-01T00:36:07.040Z,"4 km SSW of Cushing, Oklahoma",earthquake,2,4.6,,,reviewed,tul,tul
